model_file,start_utc,end_utc,tag,pnl_total_usdt,status,notes
MODELE_MASTER_BASE_20260309_220324_4H.sh,2026-03-09T22:03:24Z,2026-03-10T02:03:24Z,MASTER_BASE_V8_5_IMPACT_4H,A_VERIFIER,ARCHIVE_REFERENCE,"Modele archive avec description cycle conservee"
config_active,2026-07-16T06:34:24Z,2026-07-16T07:40:11Z,NUAGE_PROD_4H,0.0299,POSITIF,BETA=+0.6607 ALPHA=-0.6308 TOTAL=+0.0299,RAPPORT_PNL_AUTO_20260717_064527.md
config_active,2026-07-16T06:34:24Z,2026-07-16T07:40:11Z,NUAGE_PROD_4H,0.0299,POSITIF,BETA=+0.6607 ALPHA=-0.6308 TOTAL=+0.0299,RAPPORT_PNL_AUTO_20260717_065000.md
config_active,2026-07-16T06:34:24Z,2026-07-16T07:40:11Z,NUAGE_PROD_4H,0.0299,POSITIF,BETA=+0.6607 ALPHA=-0.6308 TOTAL=+0.0299,RAPPORT_PNL_AUTO_20260717_070545.md
config_active,2026-07-16T06:34:24Z,2026-07-16T07:40:11Z,NUAGE_PROD_4H,0.0299,POSITIF,BETA=+0.6607 ALPHA=-0.6308 TOTAL=+0.0299,RAPPORT_PNL_AUTO_20260717_072715.md
config_active,2026-07-17T07:30:44Z,2026-07-17T08:18:30Z,NUAGE_PROD_4H,0.9942,POSITIF,BETA=+0.9942 ALPHA=+0.0000 TOTAL=+0.9942,RAPPORT_PNL_AUTO_20260717_081848.md
config_active,2026-07-17T08:20:31Z,2026-07-17T08:36:56Z,NUAGE_PROD_4H_SYNC,-0.4928,NEGATIF,BETA=+0.4892 ALPHA=-0.9820 TOTAL=-0.4928,RAPPORT_PNL_AUTO_20260717_091403.md
config_active,2026-07-17T09:14:38Z,2026-07-17T10:18:43Z,NUAGE_PROD_4H,-0.0576,NEGATIF,BETA=-2.1654 ALPHA=+2.1078 TOTAL=-0.0576,RAPPORT_PNL_AUTO_20260717_103144.md
vide_froid_binance,"","",NUAGE_PROD_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260717_170526.md
vide_froid_binance,2026-07-17T17:05:45Z,2026-07-17T17:11:18Z,NUAGE_PROD_4H,-2.7531,NEGATIF,BETA=-2.7531 ALPHA=+0.0000 TOTAL=-2.7531,RAPPORT_PNL_AUTO_20260717_171119.md
config_active,2026-07-17T17:12:19Z,2026-07-17T18:36:59Z,NUAGE_PROD_4H,2.5798,POSITIF,BETA=+1.6416 ALPHA=+0.9382 TOTAL=+2.5798,RAPPORT_PNL_AUTO_20260717_183720.md
vide_froid_binance,2026-07-17T18:38:36Z,2026-07-17T19:41:44Z,NUAGE_PROD_4H,0.4646,POSITIF,BETA=+0.4890 ALPHA=-0.0243 TOTAL=+0.4646,RAPPORT_PNL_AUTO_20260717_194222.md
config_active,2026-07-17T19:44:53Z,2026-07-17T23:44:43Z,NUAGE_PROD_4H,13.6019,POSITIF,BETA=+0.4087 ALPHA=+13.1932 TOTAL=+13.6019,RAPPORT_PNL_AUTO_20260718_050349.md
config_active,2026-07-17T19:44:53Z,2026-07-17T23:44:43Z,NUAGE_PROD_4H,13.6019,POSITIF,BETA=+0.4087 ALPHA=+13.1932 TOTAL=+13.6019,RAPPORT_PNL_AUTO_20260718_050354.md
vide_froid_binance,2026-07-17T19:44:53Z,2026-07-17T23:44:43Z,NUAGE_PROD_4H,13.6019,POSITIF,BETA=+0.4087 ALPHA=+13.1932 TOTAL=+13.6019,RAPPORT_PNL_AUTO_20260718_050358.md
vide_froid_binance,2026-07-17T19:44:53Z,2026-07-17T23:44:43Z,NUAGE_PROD_4H,13.6019,POSITIF,BETA=+0.4087 ALPHA=+13.1932 TOTAL=+13.6019,RAPPORT_PNL_AUTO_20260718_050841.md
vide_froid_binance,2026-07-17T19:44:53Z,2026-07-17T23:44:43Z,NUAGE_PROD_4H,13.6019,POSITIF,BETA=+0.4087 ALPHA=+13.1932 TOTAL=+13.6019,RAPPORT_PNL_AUTO_20260718_050842.md
vide_froid_binance,2026-07-17T19:44:53Z,2026-07-17T23:44:43Z,NUAGE_PROD_4H,13.6019,POSITIF,BETA=+0.4087 ALPHA=+13.1932 TOTAL=+13.6019,RAPPORT_PNL_AUTO_20260718_050846.md
vide_froid_binance,2026-07-18T05:11:11Z,2026-07-18T07:05:10Z,NUAGE_PROD_4H,0.7088,POSITIF,BETA=+0.7088 ALPHA=+0.0000 TOTAL=+0.7088,RAPPORT_PNL_AUTO_20260718_070511.md
vide_froid_binance,2026-07-18T05:11:11Z,2026-07-18T07:17:18Z,NUAGE_PROD_4H,0.8984,POSITIF,BETA=+0.8984 ALPHA=+0.0000 TOTAL=+0.8984,RAPPORT_PNL_AUTO_20260718_071721.md
vide_froid_binance,2026-07-18T05:11:11Z,2026-07-18T07:17:18Z,NUAGE_PROD_4H,0.8984,POSITIF,BETA=+0.8984 ALPHA=+0.0000 TOTAL=+0.8984,RAPPORT_PNL_AUTO_20260718_071721.md
vide_froid_binance,2026-07-18T05:11:11Z,2026-07-18T07:17:18Z,NUAGE_PROD_4H,0.8984,POSITIF,BETA=+0.8984 ALPHA=+0.0000 TOTAL=+0.8984,RAPPORT_PNL_AUTO_20260718_071725.md
vide_froid_binance,2026-07-18T05:11:11Z,2026-07-18T07:17:18Z,NUAGE_PROD_4H,0.8984,POSITIF,BETA=+0.8984 ALPHA=+0.0000 TOTAL=+0.8984,RAPPORT_PNL_AUTO_20260718_071734.md
vide_froid_binance,2026-07-19T07:19:29Z,2026-07-19T08:25:59Z,NUAGE_PROD_4H,0.9772,POSITIF,BETA=+1.0033 ALPHA=-0.0260 TOTAL=+0.9772,RAPPORT_PNL_AUTO_20260719_082603.md
vide_froid_binance,2026-07-19T07:19:29Z,2026-07-19T08:25:59Z,NUAGE_PROD_4H,0.9772,POSITIF,BETA=+1.0033 ALPHA=-0.0260 TOTAL=+0.9772,RAPPORT_PNL_AUTO_20260719_082603.md
vide_froid_binance,2026-07-19T08:28:26Z,2026-07-19T12:28:07Z,NUAGE_PROD_4H,5.9738,POSITIF,BETA=+2.8032 ALPHA=+3.1706 TOTAL=+5.9738,RAPPORT_PNL_AUTO_20260719_123224.md
vide_froid_binance,2026-07-19T08:28:26Z,2026-07-19T12:28:07Z,NUAGE_PROD_4H,5.9738,POSITIF,BETA=+2.8032 ALPHA=+3.1706 TOTAL=+5.9738,RAPPORT_PNL_AUTO_20260719_123604.md
vide_froid_binance,2026-07-19T08:28:26Z,2026-07-19T12:28:07Z,NUAGE_PROD_4H,5.9738,POSITIF,BETA=+2.8032 ALPHA=+3.1706 TOTAL=+5.9738,RAPPORT_PNL_AUTO_20260719_123604.md
vide_froid_binance,2026-07-19T08:28:26Z,2026-07-19T12:28:07Z,NUAGE_PROD_4H,5.9738,POSITIF,BETA=+2.8032 ALPHA=+3.1706 TOTAL=+5.9738,RAPPORT_PNL_AUTO_20260719_123608.md
vide_froid_vortex_v2_collab,"","",NUAGE_PROD_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260719_123805.md
vide_froid_vortex_v2_collab,2026-07-19T12:38:14Z,2026-07-19T12:52:57Z,NUAGE_PROD_4H,0.1070,POSITIF,BETA=+0.1345 ALPHA=-0.0275 TOTAL=+0.1070,RAPPORT_PNL_AUTO_20260719_125306.md
vide_froid_vortex_v2_collab,2026-07-19T12:38:14Z,2026-07-19T12:52:57Z,NUAGE_PROD_4H,0.1070,POSITIF,BETA=+0.1345 ALPHA=-0.0275 TOTAL=+0.1070,RAPPORT_PNL_AUTO_20260719_125307.md
vide_froid_vortex_v2_collab,"","",NUAGE_PROD_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260719_125316.md
vide_froid_vortex_v2_collab,2026-07-19T12:53:32Z,2026-07-19T13:05:55Z,NUAGE_PROD_4H,-0.1849,NEGATIF,BETA=-0.0222 ALPHA=-0.1628 TOTAL=-0.1849,RAPPORT_PNL_AUTO_20260719_130604.md
vide_froid_vortex_v2_collab,2026-07-19T12:53:32Z,2026-07-19T13:05:55Z,NUAGE_PROD_4H,-0.1849,NEGATIF,BETA=-0.0222 ALPHA=-0.1628 TOTAL=-0.1849,RAPPORT_PNL_AUTO_20260719_130604.md
vide_froid_vortex_v2_collab,"","",NUAGE_PROD_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260719_130614.md
vide_froid_binance,2026-07-19T13:06:23Z,2026-07-19T13:51:59Z,NUAGE_PROD_4H,2.2133,POSITIF,BETA=+0.7054 ALPHA=+1.5079 TOTAL=+2.2133,RAPPORT_PNL_AUTO_20260719_135305.md
vide_froid_binance,2026-07-19T13:06:23Z,2026-07-19T13:51:59Z,NUAGE_PROD_4H,2.2133,POSITIF,BETA=+0.7054 ALPHA=+1.5079 TOTAL=+2.2133,RAPPORT_PNL_AUTO_20260719_135306.md
vide_froid_binance,2026-07-19T13:06:23Z,2026-07-19T13:51:59Z,NUAGE_PROD_4H,2.2133,POSITIF,BETA=+0.7054 ALPHA=+1.5079 TOTAL=+2.2133,RAPPORT_PNL_AUTO_20260719_135310.md
config_active,2026-07-19T13:06:23Z,2026-07-19T13:51:59Z,NUAGE_PROD_4H,2.2133,POSITIF,BETA=+0.7054 ALPHA=+1.5079 TOTAL=+2.2133,RAPPORT_PNL_AUTO_20260719_135319.md
vide_froid_binance,2026-07-19T13:06:23Z,2026-07-19T13:51:59Z,NUAGE_PROD_4H,2.2133,POSITIF,BETA=+0.7054 ALPHA=+1.5079 TOTAL=+2.2133,RAPPORT_PNL_AUTO_20260719_135817.md
vide_froid_binance,2026-07-19T13:06:23Z,2026-07-19T13:51:59Z,NUAGE_PROD_4H,2.2133,POSITIF,BETA=+0.7054 ALPHA=+1.5079 TOTAL=+2.2133,RAPPORT_PNL_AUTO_20260719_135817.md
vide_froid_binance,2026-07-19T13:59:51Z,2026-07-19T15:38:36Z,NUAGE_PROD_4H,0.5983,POSITIF,BETA=+1.0295 ALPHA=-0.4312 TOTAL=+0.5983,RAPPORT_PNL_AUTO_20260719_153836.md
vide_froid_binance,2026-07-19T13:59:51Z,2026-07-19T15:38:36Z,NUAGE_PROD_4H,0.5983,POSITIF,BETA=+1.0295 ALPHA=-0.4312 TOTAL=+0.5983,RAPPORT_PNL_AUTO_20260719_153837.md
vide_froid_binance,2026-07-19T13:59:51Z,2026-07-19T15:38:36Z,NUAGE_PROD_4H,0.5983,POSITIF,BETA=+1.0295 ALPHA=-0.4312 TOTAL=+0.5983,RAPPORT_PNL_AUTO_20260719_153841.md
vide_froid_binance,2026-07-19T13:59:51Z,2026-07-19T15:38:36Z,NUAGE_PROD_4H,0.5983,POSITIF,BETA=+1.0295 ALPHA=-0.4312 TOTAL=+0.5983,RAPPORT_PNL_AUTO_20260719_153918.md
vide_froid_binance,2026-07-19T13:59:51Z,2026-07-19T15:38:36Z,NUAGE_PROD_4H,0.5983,POSITIF,BETA=+1.0295 ALPHA=-0.4312 TOTAL=+0.5983,RAPPORT_PNL_AUTO_20260719_153918.md
vide_froid_binance,2026-07-19T15:41:17Z,2026-07-19T16:49:20Z,NUAGE_PROD_4H,13.9519,POSITIF,BETA=+0.3914 ALPHA=+13.5605 TOTAL=+13.9519,RAPPORT_PNL_AUTO_20260719_164927.md
vide_froid_binance,2026-07-19T15:41:17Z,2026-07-19T16:49:20Z,NUAGE_PROD_4H,13.9519,POSITIF,BETA=+0.3914 ALPHA=+13.5605 TOTAL=+13.9519,RAPPORT_PNL_AUTO_20260719_164927.md
vide_froid_binance,2026-07-19T15:41:17Z,2026-07-19T16:49:20Z,NUAGE_PROD_4H,13.9519,POSITIF,BETA=+0.3914 ALPHA=+13.5605 TOTAL=+13.9519,RAPPORT_PNL_AUTO_20260719_164937.md
vide_froid_binance,2026-07-19T15:41:17Z,2026-07-19T16:49:20Z,NUAGE_PROD_4H,13.9519,POSITIF,BETA=+0.3914 ALPHA=+13.5605 TOTAL=+13.9519,RAPPORT_PNL_AUTO_20260719_164937.md
vide_froid_binance,2026-07-19T15:41:17Z,2026-07-19T16:49:20Z,NUAGE_PROD_4H,13.9519,POSITIF,BETA=+0.3914 ALPHA=+13.5605 TOTAL=+13.9519,RAPPORT_PNL_AUTO_20260719_170528.md
vide_froid_binance,2026-07-19T15:41:17Z,2026-07-19T16:49:20Z,NUAGE_PROD_4H,13.9519,POSITIF,BETA=+0.3914 ALPHA=+13.5605 TOTAL=+13.9519,RAPPORT_PNL_AUTO_20260719_170529.md
vide_froid_binance,2026-07-19T15:41:17Z,2026-07-19T16:49:20Z,NUAGE_PROD_4H,13.9519,POSITIF,BETA=+0.3914 ALPHA=+13.5605 TOTAL=+13.9519,RAPPORT_PNL_AUTO_20260719_170533.md
vide_froid_binance,2026-07-19T17:11:08Z,2026-07-19T19:48:42Z,NUAGE_PROD_4H,-5.6472,NEGATIF,BETA=+0.6500 ALPHA=-6.2972 TOTAL=-5.6472,RAPPORT_PNL_AUTO_20260719_194846.md
vide_froid_binance,2026-07-19T17:11:08Z,2026-07-19T19:48:42Z,NUAGE_PROD_4H,-5.6472,NEGATIF,BETA=+0.6500 ALPHA=-6.2972 TOTAL=-5.6472,RAPPORT_PNL_AUTO_20260719_194847.md
vide_froid_binance,2026-07-19T17:11:08Z,2026-07-19T19:48:42Z,NUAGE_PROD_4H,-5.6472,NEGATIF,BETA=+0.6500 ALPHA=-6.2972 TOTAL=-5.6472,RAPPORT_PNL_AUTO_20260719_194857.md
vide_froid_binance,2026-07-19T17:11:08Z,2026-07-19T19:48:42Z,NUAGE_PROD_4H,-5.6472,NEGATIF,BETA=+0.6500 ALPHA=-6.2972 TOTAL=-5.6472,RAPPORT_PNL_AUTO_20260719_194857.md
vide_froid_binance,2026-07-19T19:52:29Z,2026-07-19T23:52:19Z,NUAGE_PROD_4H,8.4911,POSITIF,BETA=-0.4235 ALPHA=+8.9146 TOTAL=+8.4911,RAPPORT_PNL_AUTO_20260720_044701.md
vide_froid_binance,2026-07-19T19:52:29Z,2026-07-19T23:52:19Z,NUAGE_PROD_4H,8.4911,POSITIF,BETA=-0.4235 ALPHA=+8.9146 TOTAL=+8.4911,RAPPORT_PNL_AUTO_20260720_044920.md
vide_froid_binance,2026-07-19T19:52:29Z,2026-07-19T23:52:19Z,NUAGE_PROD_4H,8.4911,POSITIF,BETA=-0.4235 ALPHA=+8.9146 TOTAL=+8.4911,RAPPORT_PNL_AUTO_20260720_044920.md
vide_froid_binance,2026-07-20T08:07:55Z,2026-07-20T10:18:37Z,NUAGE_PROD_4H,8.6537,POSITIF,BETA=+0.4063 ALPHA=+8.2475 TOTAL=+8.6537,RAPPORT_PNL_AUTO_20260720_101840.md
vide_froid_binance,2026-07-20T08:07:55Z,2026-07-20T10:18:37Z,NUAGE_PROD_4H,8.6537,POSITIF,BETA=+0.4063 ALPHA=+8.2475 TOTAL=+8.6537,RAPPORT_PNL_AUTO_20260720_101840.md
vide_froid_binance,2026-07-20T08:07:55Z,2026-07-20T10:18:37Z,NUAGE_PROD_4H,8.6537,POSITIF,BETA=+0.4063 ALPHA=+8.2475 TOTAL=+8.6537,RAPPORT_PNL_AUTO_20260720_102429.md
vide_froid_binance,2026-07-20T08:07:55Z,2026-07-20T10:18:37Z,NUAGE_PROD_4H,8.6537,POSITIF,BETA=+0.4063 ALPHA=+8.2475 TOTAL=+8.6537,RAPPORT_PNL_AUTO_20260720_102430.md
vide_froid_binance,2026-07-20T08:07:55Z,2026-07-20T10:18:37Z,NUAGE_PROD_4H,8.6537,POSITIF,BETA=+0.4063 ALPHA=+8.2475 TOTAL=+8.6537,RAPPORT_PNL_AUTO_20260720_102434.md
vide_froid_binance,2026-07-20T10:28:00Z,2026-07-20T13:33:43Z,NUAGE_PROD_4H,-3.9443,NEGATIF,BETA=-3.2210 ALPHA=-0.7233 TOTAL=-3.9443,RAPPORT_PNL_AUTO_20260720_133353.md
vide_froid_binance,2026-07-20T10:28:00Z,2026-07-20T13:33:43Z,NUAGE_PROD_4H,-3.9443,NEGATIF,BETA=-3.2210 ALPHA=-0.7233 TOTAL=-3.9443,RAPPORT_PNL_AUTO_20260720_133353.md
vide_froid_binance,2026-07-20T10:28:00Z,2026-07-20T13:33:43Z,NUAGE_PROD_4H,-3.9443,NEGATIF,BETA=-3.2210 ALPHA=-0.7233 TOTAL=-3.9443,RAPPORT_PNL_AUTO_20260720_133358.md
vide_froid_binance,2026-07-20T13:34:34Z,2026-07-20T15:25:23Z,NUAGE_PROD_4H,5.4854,POSITIF,BETA=+1.2110 ALPHA=+4.2744 TOTAL=+5.4854,RAPPORT_PNL_AUTO_20260720_165654.md
vide_froid_binance,2026-07-20T13:34:34Z,2026-07-20T15:25:23Z,NUAGE_PROD_4H,5.4854,POSITIF,BETA=+1.2110 ALPHA=+4.2744 TOTAL=+5.4854,RAPPORT_PNL_AUTO_20260720_165654.md
vide_froid_binance,2026-07-20T13:34:34Z,2026-07-20T15:25:23Z,NUAGE_PROD_4H,5.4854,POSITIF,BETA=+1.2110 ALPHA=+4.2744 TOTAL=+5.4854,RAPPORT_PNL_AUTO_20260720_165659.md
vide_froid_binance,2026-07-20T16:57:53Z,2026-07-20T17:25:51Z,NUAGE_PROD_4H,-1.4739,NEGATIF,BETA=+0.5754 ALPHA=-2.0494 TOTAL=-1.4739,RAPPORT_PNL_AUTO_20260720_172559.md
vide_froid_binance,2026-07-20T16:57:53Z,2026-07-20T17:25:51Z,NUAGE_PROD_4H,-1.4739,NEGATIF,BETA=+0.5754 ALPHA=-2.0494 TOTAL=-1.4739,RAPPORT_PNL_AUTO_20260720_172559.md
vide_froid_binance,2026-07-20T16:57:53Z,2026-07-20T17:25:51Z,NUAGE_PROD_4H,-1.4739,NEGATIF,BETA=+0.5754 ALPHA=-2.0494 TOTAL=-1.4739,RAPPORT_PNL_AUTO_20260720_172604.md
vide_froid_binance,2026-07-21T07:57:20Z,2026-07-21T10:34:43Z,NUAGE_PROD_4H,-0.2607,NEGATIF,BETA=-0.3664 ALPHA=+0.1057 TOTAL=-0.2607,RAPPORT_PNL_AUTO_20260721_103448.md
vide_froid_binance,2026-07-21T07:57:20Z,2026-07-21T10:34:43Z,NUAGE_PROD_4H,-0.2607,NEGATIF,BETA=-0.3664 ALPHA=+0.1057 TOTAL=-0.2607,RAPPORT_PNL_AUTO_20260721_103449.md
vide_froid_binance,2026-07-21T07:57:20Z,2026-07-21T10:34:52Z,NUAGE_PROD_4H,-0.2607,NEGATIF,BETA=-0.3664 ALPHA=+0.1057 TOTAL=-0.2607,RAPPORT_PNL_AUTO_20260721_103453.md
vide_froid_binance,2026-07-21T07:57:20Z,2026-07-21T10:34:52Z,NUAGE_PROD_4H,-0.2607,NEGATIF,BETA=-0.3664 ALPHA=+0.1057 TOTAL=-0.2607,RAPPORT_PNL_AUTO_20260721_103838.md
vide_froid_binance,2026-07-21T07:57:20Z,2026-07-21T10:34:52Z,NUAGE_PROD_4H,-0.2607,NEGATIF,BETA=-0.3664 ALPHA=+0.1057 TOTAL=-0.2607,RAPPORT_PNL_AUTO_20260721_103838.md
